"continent","education_of_employee","has_job_experience","requires_job_training","no_of_employees","region_of_employment","prevailing_wage","unit_of_wage","full_time_position","company_age","y_train"
"Asia","Bachelor's","N","N",1537,"Northeast",120831.28,"Year","Y",23,"0"
"Asia","High School","Y","N",544,"Northeast",159969.75,"Year","Y",53,"0"
"North America","Bachelor's","Y","N",3235,"Northeast",95955.98,"Year","Y",14,"0"
"Europe","Doctorate","Y","N",1468,"Midwest",63361.18,"Year","Y",16,"0"
"Asia","Bachelor's","Y","N",2649,"West",39764.41,"Year","N",17,"0"
"Asia","Master's","Y","N",773,"South",267189.12,"Year","Y",78,"0"
"Asia","Bachelor's","N","N",311,"Northeast",53818.11,"Year","Y",13,"0"
"Asia","Master's","N","N",510,"South",984.8761,"Hour","Y",35,"0"
"Europe","High School","Y","N",147088,"Northeast",76827.94,"Year","Y",43,"0"
"Asia","Bachelor's","Y","N",2059,"Northeast",137334.06,"Year","Y",11,"0"
"Asia","Master's","N","N",3799,"West",92605.91,"Year","Y",25,"0"
"Asia","Bachelor's","Y","N",4098,"Northeast",141521.04,"Year","Y",69,"0"
"Europe","Bachelor's","Y","N",2327,"West",58955.49,"Year","Y",20,"0"
"Asia","Master's","Y","N",3595,"South",34295.48,"Year","N",18,"0"
"Asia","Bachelor's","Y","N",5239,"Northeast",84506.77,"Year","Y",21,"0"
"North America","Master's","N","N",4694,"Northeast",112392.11,"Year","N",15,"0"
"Asia","Bachelor's","Y","N",3059,"Northeast",95137.81,"Year","N",20,"0"
"Europe","High School","N","Y",2033,"Midwest",35965.12,"Year","Y",132,"0"
"Europe","Doctorate","Y","N",1646,"Midwest",61545.97,"Year","Y",30,"0"
"Asia","High School","N","N",1291,"Midwest",87641.22,"Year","Y",22,"0"
"North America","Master's","Y","Y",948,"South",87304.75,"Year","Y",12,"0"
"Europe","Doctorate","N","N",1617,"West",61102.54,"Year","Y",59,"0"
"Asia","High School","Y","N",5923,"West",81462.23,"Year","N",30,"0"
"Asia","Master's","Y","N",5358,"West",709.5354,"Hour","Y",184,"0"
"Asia","High School","N","N",2171,"Midwest",94978.29,"Year","Y",15,"0"
"Asia","Bachelor's","N","N",1722,"Midwest",192.3292,"Hour","Y",169,"0"
"Europe","Doctorate","Y","N",1269,"West",116134.36,"Year","Y",15,"0"
"Asia","Master's","Y","N",129,"Midwest",42799.8,"Year","Y",15,"0"
"Europe","Doctorate","Y","N",212573,"West",3719.04,"Year","Y",50,"0"
"Europe","Bachelor's","N","N",1228,"Northeast",42870.14,"Year","Y",26,"0"
"Europe","Master's","Y","N",4454,"West",102657.47,"Year","Y",26,"0"
"South America","Bachelor's","Y","N",2482,"West",20429.27,"Year","Y",30,"0"
"Asia","Bachelor's","N","N",665,"West",298.4886,"Hour","Y",25,"0"
"Asia","High School","Y","N",953,"Northeast",60519.08,"Year","Y",127,"0"
"Asia","Master's","N","N",3039,"Northeast",804.1648,"Hour","N",45,"0"
"Europe","Master's","N","N",2972,"West",49953.9,"Year","Y",141,"0"
"Asia","Bachelor's","Y","N",2360,"Northeast",15542.24,"Year","Y",20,"0"
"Asia","Master's","N","N",89435,"Northeast",86996.51,"Year","Y",37,"0"
"Asia","Master's","Y","N",91288,"Midwest",55622.92,"Year","Y",18,"0"
"Asia","Bachelor's","Y","N",841,"Northeast",51559.21,"Year","Y",20,"0"
"Asia","Bachelor's","Y","N",3644,"South",23288.49,"Year","Y",17,"0"
"North America","Bachelor's","Y","N",3569,"Northeast",493.1,"Year","Y",59,"0"
"Europe","High School","Y","Y",1432,"West",49521.33,"Year","Y",141,"0"
"Asia","Bachelor's","Y","N",3341,"Northeast",60784.45,"Year","Y",39,"0"
"Asia","Master's","Y","N",688,"Northeast",43522.78,"Year","Y",19,"0"
"Asia","High School","Y","Y",2104,"South",47734.95,"Year","Y",12,"0"
"North America","Master's","Y","N",978,"South",30544.68,"Year","Y",14,"0"
"Asia","Master's","N","N",3697,"Midwest",121682.67,"Year","Y",65,"0"
"Asia","Doctorate","N","N",1187,"South",68860.5,"Year","Y",26,"0"
"Asia","Doctorate","Y","N",2300,"Midwest",76653.75,"Year","Y",22,"0"
"North America","High School","Y","N",1512,"South",57515.97,"Year","Y",68,"0"
"Asia","Master's","Y","N",3551,"Midwest",92343.33,"Year","Y",26,"0"
"Europe","Master's","Y","N",3977,"Northeast",40647.02,"Year","Y",23,"0"
"Asia","Master's","N","N",165502,"Northeast",63670.06,"Year","Y",99,"0"
"Asia","Master's","Y","N",2807,"Midwest",67355.43,"Year","Y",16,"0"
"Asia","Master's","Y","N",114,"West",287191.2,"Year","Y",16,"0"
"Asia","Doctorate","N","Y",2141,"West",126668.89,"Year","Y",44,"0"
"Asia","Bachelor's","N","N",1918,"Midwest",107282.01,"Year","Y",37,"0"
"Africa","Master's","N","N",3600,"West",108519.1,"Year","Y",108,"0"
"Asia","Bachelor's","Y","N",2073,"Northeast",102094.48,"Year","Y",154,"0"
"Europe","Bachelor's","Y","N",10814,"South",157770,"Year","N",27,"0"
"North America","Bachelor's","N","N",2453,"Midwest",21682.44,"Year","Y",44,"0"
"Asia","Bachelor's","N","N",1905,"South",58246.93,"Year","Y",38,"0"
"Asia","Master's","Y","N",25219,"South",14996,"Year","Y",10,"0"
"Asia","Master's","Y","N",3628,"West",58686.11,"Year","Y",20,"0"
"Asia","Master's","Y","N",4742,"Northeast",57334.74,"Year","Y",15,"0"
"Europe","Bachelor's","Y","N",1713,"South",96256.99,"Year","Y",186,"0"
"Asia","Bachelor's","Y","N",4460,"West",14134.99,"Year","Y",25,"0"
"North America","High School","N","N",772,"South",80017.28,"Year","Y",31,"0"
"Asia","Master's","N","N",1846,"South",60548.7,"Year","Y",26,"0"
"South America","Bachelor's","N","Y",1239,"Northeast",42686.38,"Year","Y",23,"0"
"Asia","Master's","Y","N",2203,"South",383.38,"Year","Y",23,"0"
"Asia","Bachelor's","Y","N",1961,"West",176726.33,"Year","Y",19,"0"
"North America","Master's","Y","N",3344,"West",101025.68,"Year","Y",26,"0"
"Asia","Master's","Y","N",146,"South",49698.84,"Year","Y",16,"0"
"North America","Master's","Y","N",4203,"Northeast",131641.61,"Year","N",13,"0"
"North America","Bachelor's","Y","N",2022,"South",7298.65,"Year","Y",17,"0"
"North America","Master's","N","N",3588,"South",262.4586,"Hour","Y",12,"0"
"Europe","Doctorate","N","Y",1976,"South",41308.47,"Year","Y",29,"0"
"Asia","High School","Y","N",950,"Midwest",151521.77,"Year","Y",26,"0"
"Asia","High School","N","Y",1169,"Midwest",44619.25,"Year","Y",55,"0"
"Europe","Doctorate","N","N",465,"Northeast",40267.59,"Year","Y",68,"0"
"Europe","High School","Y","N",2994,"South",3048.5,"Month","Y",63,"0"
"Asia","High School","Y","N",2492,"West",118685.84,"Year","Y",15,"0"
"Asia","Bachelor's","N","N",4302,"South",78.6227,"Hour","Y",13,"0"
"Asia","Master's","Y","N",3278,"Northeast",232389.85,"Year","N",123,"0"
"Asia","Master's","N","Y",1446,"South",115610.99,"Year","Y",18,"0"
"Asia","Master's","Y","N",2579,"South",137945.44,"Year","N",17,"0"
"Asia","Bachelor's","N","Y",4455,"South",48346.05,"Year","Y",17,"0"
"Asia","High School","N","N",3575,"Midwest",120067.19,"Year","Y",25,"0"
"Europe","Bachelor's","N","N",3110,"West",128547.56,"Year","Y",28,"0"
"Europe","Bachelor's","Y","N",1085,"South",15988.85,"Year","Y",19,"0"
"Asia","Master's","Y","N",1541,"South",29087.05,"Year","Y",15,"0"
"Asia","Bachelor's","Y","N",2531,"South",56454.45,"Year","Y",20,"0"
"Asia","Bachelor's","N","N",4807,"South",67007.35,"Year","Y",11,"0"
"Europe","Bachelor's","Y","N",2764,"South",29627.41,"Year","Y",81,"0"
"Asia","Bachelor's","Y","N",835,"West",81557.74,"Year","Y",215,"0"
"Asia","High School","Y","N",2912,"Midwest",119097.85,"Year","Y",20,"0"
"Europe","Master's","N","N",749,"Northeast",91064.21,"Year","Y",23,"0"
"South America","Master's","Y","Y",1314,"South",6357.22,"Year","Y",62,"0"
"Europe","Master's","N","N",2453,"Northeast",81316.53,"Year","Y",30,"0"
"Asia","Bachelor's","N","N",425,"South",100780.2,"Year","N",24,"0"
"Asia","Master's","Y","N",4550,"Northeast",13247.79,"Year","Y",99,"0"
"Europe","Master's","Y","N",1104,"South",56797.94,"Year","Y",24,"0"
"North America","High School","Y","N",3664,"Northeast",90273.81,"Year","Y",104,"0"
"Asia","Bachelor's","Y","N",2168,"Northeast",10283.24,"Year","Y",53,"0"
"Asia","Bachelor's","Y","N",3288,"Northeast",56908.21,"Year","Y",128,"0"
"Europe","Master's","Y","N",4186,"West",64711.24,"Year","Y",30,"0"
"North America","Master's","Y","N",1838,"Northeast",153213.92,"Year","Y",14,"0"
"Asia","High School","Y","N",784,"Northeast",23418.72,"Year","Y",43,"0"
"Asia","Master's","N","N",415,"West",41351.43,"Year","Y",186,"0"
"Asia","Master's","N","N",5736,"West",146759.8,"Year","Y",17,"0"
"Asia","Bachelor's","Y","N",3684,"Midwest",46558.83,"Year","Y",25,"0"
"North America","Master's","N","N",3465,"South",87568.23,"Year","Y",13,"0"
"Europe","Doctorate","N","Y",2788,"West",47813.54,"Year","Y",11,"0"
"Asia","Master's","N","N",277,"Midwest",52905.44,"Year","Y",11,"0"
"Africa","Master's","Y","N",108435,"Northeast",84296.13,"Year","N",20,"0"
"Asia","Bachelor's","Y","N",5644,"South",34365.45,"Year","Y",121,"0"
"South America","Doctorate","N","N",1985,"Northeast",221498.71,"Year","Y",35,"0"
"North America","Doctorate","Y","N",652,"Northeast",40221.54,"Year","Y",25,"0"
"Asia","Doctorate","N","N",1826,"West",99957.65,"Year","N",50,"0"
"Asia","Master's","N","Y",6216,"South",108685.48,"Year","Y",16,"0"
"Asia","Bachelor's","N","N",1661,"South",108596.75,"Year","N",27,"0"
"Asia","Master's","Y","N",1390,"Northeast",19652.08,"Year","N",30,"0"
"North America","Master's","Y","N",3710,"Northeast",41529.88,"Year","Y",36,"0"
"Asia","Master's","Y","N",4002,"Northeast",48929.35,"Year","Y",22,"0"
"North America","High School","Y","N",13339,"West",37203.11,"Year","Y",19,"0"
"Asia","Master's","Y","N",238,"Midwest",11892.47,"Year","Y",25,"0"
"North America","Master's","N","N",3412,"Northeast",19400.17,"Year","N",19,"0"
"Asia","Master's","N","N",6776,"West",131583.9,"Year","Y",79,"0"
"Asia","Bachelor's","Y","N",1340,"West",95378.3,"Year","Y",16,"0"
"Europe","Master's","Y","N",1614,"South",62829.73,"Year","Y",188,"0"
"North America","Master's","N","N",893,"Northeast",68088.14,"Year","Y",35,"0"
"Asia","Master's","N","N",1778,"Midwest",85987.83,"Year","Y",37,"0"
"Asia","Master's","Y","N",3528,"Midwest",49108.36,"Year","Y",21,"0"
"Europe","Master's","N","N",121515,"South",162638,"Year","Y",22,"0"
"North America","Bachelor's","Y","N",1367,"West",28813.83,"Year","Y",38,"0"
"Asia","Bachelor's","Y","N",3494,"Midwest",80766.58,"Year","Y",20,"0"
"Asia","Master's","N","N",608,"South",109148.67,"Year","Y",39,"0"
"Asia","High School","Y","N",783,"Northeast",94072.28,"Year","Y",11,"0"
"Europe","High School","N","N",1732,"West",1589.19,"Year","Y",27,"0"
"Africa","Master's","Y","N",4016,"West",123783.66,"Year","Y",170,"0"
"Asia","Bachelor's","Y","N",1628,"South",42972.11,"Year","N",18,"0"
"Europe","Doctorate","Y","N",2670,"South",121304.89,"Year","Y",165,"0"
"Asia","Bachelor's","N","N",4128,"West",129924.38,"Year","Y",26,"0"
"Oceania","Bachelor's","N","Y",1391,"South",57113.99,"Year","Y",28,"0"
"Europe","High School","Y","N",4276,"Northeast",5123.08,"Year","Y",14,"0"
"Asia","Master's","Y","N",2732,"Midwest",29126.28,"Year","Y",72,"0"
"Asia","Bachelor's","Y","N",2129,"Midwest",156514.39,"Year","Y",112,"0"
"Asia","Master's","Y","N",3514,"South",85297.78,"Week","Y",47,"0"
"Asia","Master's","N","N",3660,"Northeast",106423.02,"Year","N",75,"0"
"Asia","Master's","Y","N",735,"Northeast",26698.62,"Year","Y",17,"0"
"North America","Master's","Y","N",2396,"West",6627.87,"Year","Y",18,"0"
"Asia","Bachelor's","N","Y",717,"South",89263.18,"Year","Y",47,"0"
"North America","Master's","Y","N",986,"South",97769.9,"Year","N",18,"0"
"Asia","Master's","N","N",528,"Northeast",5.4108,"Hour","Y",20,"0"
"Asia","Master's","Y","N",1037,"Midwest",117831.27,"Year","Y",44,"0"
"Asia","Bachelor's","N","N",761,"Northeast",25820.22,"Year","Y",122,"0"
"Asia","Bachelor's","Y","N",2042,"Northeast",41900.3,"Year","Y",16,"0"
"Europe","Bachelor's","N","N",2459,"Midwest",166149.05,"Year","Y",41,"0"
"Asia","Bachelor's","N","Y",4802,"West",55035.51,"Year","Y",47,"0"
"Asia","Master's","Y","N",1459,"South",24516.21,"Year","N",207,"0"
"North America","Bachelor's","Y","N",4124,"Northeast",106706.41,"Year","Y",22,"0"
"Asia","Bachelor's","Y","Y",25920,"West",59947.24,"Year","Y",27,"0"
"Asia","High School","Y","N",2160,"Northeast",15724.65,"Year","Y",18,"0"
"Asia","Bachelor's","N","N",1502,"South",618.1654,"Hour","Y",55,"0"
"North America","Master's","Y","N",605,"South",71424.74,"Year","Y",17,"0"
"Asia","Master's","Y","N",181,"Midwest",152474.26,"Year","Y",31,"0"
"Asia","Master's","Y","N",2256,"South",100415.2,"Year","N",27,"0"
"North America","Master's","Y","N",124534,"Northeast",32251.93,"Year","Y",48,"0"
"Asia","Master's","Y","N",184,"Midwest",178241.97,"Year","Y",43,"0"
"Asia","High School","Y","N",3174,"Northeast",152290.16,"Year","Y",27,"0"
"Asia","Bachelor's","N","N",1095,"West",71785.88,"Year","Y",14,"0"
"North America","Master's","Y","N",1085,"Northeast",78339.77,"Year","Y",19,"0"
"North America","Bachelor's","N","N",3940,"Midwest",733.4222,"Hour","Y",101,"0"
"Asia","Bachelor's","Y","N",228,"South",106191.93,"Year","Y",19,"0"
"Asia","Bachelor's","N","N",1092,"South",28582.17,"Year","Y",19,"0"
"Asia","Master's","Y","N",3187,"South",139754.12,"Year","Y",13,"0"
"Asia","Master's","N","N",17578,"Midwest",100002.8,"Year","Y",15,"0"
"Europe","Bachelor's","Y","N",3616,"South",84582.21,"Year","Y",26,"0"
"Africa","Bachelor's","N","N",1004,"South",15497.93,"Year","Y",23,"0"
"North America","Master's","Y","N",4024,"Northeast",69673.04,"Year","Y",47,"0"
"Asia","Bachelor's","Y","N",628,"Midwest",83851.73,"Year","Y",82,"0"
"Asia","Bachelor's","Y","N",3098,"West",125913.28,"Year","Y",11,"0"
"Europe","Master's","Y","N",76069,"South",40773.8,"Year","Y",80,"0"
"Europe","High School","Y","N",18190,"Midwest",70954.28,"Year","Y",38,"0"
"Asia","Bachelor's","Y","N",2257,"Northeast",75643.29,"Week","Y",24,"0"
"North America","Master's","N","N",822,"Island",202188.16,"Year","Y",37,"0"
"Asia","Bachelor's","Y","N",5471,"Northeast",120756.28,"Year","Y",23,"0"
"Asia","High School","N","N",4350,"South",84593.67,"Year","Y",16,"0"
"Asia","Master's","Y","N",2749,"West",63788.18,"Year","Y",169,"0"
"Asia","High School","N","Y",161,"Northeast",128293.72,"Year","Y",40,"0"
"Asia","Master's","Y","N",2842,"South",110821.99,"Year","Y",24,"0"
"Asia","Master's","Y","N",2230,"Midwest",32494.93,"Year","Y",12,"0"
"Europe","Bachelor's","Y","N",1857,"Midwest",75208.99,"Year","Y",53,"0"
"Asia","Bachelor's","Y","N",4036,"Midwest",122685.88,"Week","Y",18,"0"
"Asia","Doctorate","Y","N",40733,"South",74292.73,"Year","Y",18,"0"
"Asia","Doctorate","Y","N",2858,"South",123882.1,"Year","Y",26,"0"
"Asia","Master's","Y","N",1608,"Midwest",44612.19,"Year","Y",15,"0"
"North America","Bachelor's","Y","N",175,"West",58329.92,"Year","Y",186,"0"
"Asia","Bachelor's","N","Y",2909,"South",113047.65,"Year","Y",23,"0"
"North America","Master's","Y","N",604,"West",75119.41,"Year","Y",19,"0"
"Asia","Bachelor's","Y","N",3390,"Northeast",95321.51,"Year","Y",21,"0"
"Asia","Bachelor's","Y","Y",1035,"South",132295.56,"Year","Y",12,"0"
"North America","Bachelor's","Y","N",1439,"Northeast",36899.01,"Year","Y",35,"0"
"Asia","Master's","Y","N",130,"West",31119.19,"Year","N",207,"0"
"Asia","Bachelor's","Y","N",3954,"Midwest",89296.95,"Year","Y",22,"0"
"Asia","Bachelor's","Y","N",2073,"South",54386.28,"Year","Y",14,"0"
"Asia","Bachelor's","N","N",6644,"Northeast",16198.5,"Week","Y",76,"0"
"North America","Master's","Y","N",2505,"Northeast",53053.81,"Year","Y",27,"0"
"North America","Master's","Y","N",1926,"South",144179.95,"Year","N",43,"0"
"Asia","Master's","Y","N",2536,"Northeast",140580.4,"Year","N",15,"0"
"Africa","Master's","Y","N",1195,"Northeast",133513.24,"Year","Y",25,"0"
"Asia","High School","Y","N",1162,"Midwest",100991.24,"Year","Y",139,"0"
"Asia","Bachelor's","N","N",441,"Midwest",88936.28,"Year","Y",39,"0"
"Asia","Bachelor's","Y","N",1509,"South",94106.7,"Year","Y",35,"0"
"Europe","High School","Y","N",2969,"Northeast",90706.89,"Year","Y",23,"0"
"Asia","High School","N","N",5416,"South",151814.99,"Year","N",20,"0"
"Europe","Bachelor's","Y","N",2381,"West",31569.96,"Year","Y",12,"0"
"Europe","Bachelor's","N","N",1006,"West",59396.17,"Year","Y",76,"0"
"Asia","High School","N","N",70702,"South",106526.6,"Year","Y",11,"0"
"Asia","Bachelor's","N","N",95737,"Midwest",95188.57,"Year","Y",25,"0"
"Asia","Master's","Y","N",990,"South",118648.9,"Year","Y",28,"0"
"Asia","High School","Y","N",3687,"Midwest",141038.5,"Year","N",27,"0"
"Europe","Master's","Y","N",1608,"South",130610.73,"Year","Y",46,"0"
"Europe","Doctorate","N","Y",1833,"South",118550.77,"Year","Y",47,"0"
"Europe","Doctorate","Y","Y",2815,"West",65498.78,"Year","Y",25,"0"
"Asia","Bachelor's","N","N",2953,"Northeast",83494.59,"Year","Y",21,"0"
"Asia","Master's","N","N",7155,"Northeast",123541.71,"Year","Y",51,"0"
"Europe","Master's","Y","N",4362,"West",84211.41,"Year","Y",19,"0"
"Asia","Master's","Y","N",2789,"West",98661.62,"Year","Y",11,"0"
"North America","High School","Y","N",1576,"South",4229.43,"Week","Y",31,"0"
"Europe","Bachelor's","Y","N",4443,"West",101269.03,"Year","Y",24,"0"
"Asia","Bachelor's","Y","N",1843,"Northeast",113727.41,"Year","Y",37,"0"
"North America","Bachelor's","N","N",11485,"Northeast",152.59,"Hour","Y",76,"0"
"Asia","Master's","Y","N",1406,"South",19713.59,"Year","Y",24,"0"
"North America","Bachelor's","N","N",2459,"Midwest",204816.64,"Year","Y",70,"0"
"North America","Master's","Y","N",2472,"Midwest",56142.46,"Year","Y",48,"0"
"Asia","Bachelor's","N","N",21451,"Northeast",167878.68,"Year","Y",21,"0"
"Asia","Bachelor's","Y","N",885,"West",91431.5,"Year","Y",26,"0"
"Asia","Master's","N","N",2518,"Midwest",142791.05,"Year","N",17,"0"
"Asia","Master's","Y","N",218,"Northeast",30760.82,"Year","Y",35,"0"
"Asia","Bachelor's","Y","N",2053,"Midwest",384.1055,"Hour","Y",26,"0"
"Europe","High School","N","N",3505,"West",29187.64,"Year","Y",13,"0"
"Asia","Master's","Y","N",5409,"South",118858.69,"Year","Y",41,"0"
"Europe","Bachelor's","Y","N",594,"South",11082.06,"Year","Y",24,"0"
"Asia","Bachelor's","N","N",2538,"West",116.04,"Hour","Y",55,"0"
"Asia","Bachelor's","Y","N",1021,"Northeast",68012.06,"Year","Y",15,"0"
"Asia","Master's","Y","N",4933,"Northeast",81580.72,"Year","Y",18,"0"
"Asia","Master's","Y","N",813,"Northeast",22266.35,"Year","Y",32,"0"
"Asia","Master's","Y","N",1574,"Northeast",23358.1,"Year","Y",154,"0"
"Asia","Master's","Y","N",3897,"West",42364.01,"Year","Y",15,"0"
"Asia","Bachelor's","Y","N",391,"South",94981.56,"Year","Y",24,"0"
"Asia","Master's","Y","N",6630,"West",89959.56,"Year","N",31,"0"
"Asia","Bachelor's","Y","N",1180,"Midwest",111333.21,"Year","Y",27,"0"
"Asia","Master's","N","N",2086,"Northeast",206686.57,"Year","Y",28,"0"
"Asia","Bachelor's","N","N",5732,"Midwest",160441.03,"Year","Y",17,"0"
"Asia","Master's","N","N",3430,"Northeast",109354.56,"Year","Y",12,"0"
"Asia","Master's","Y","N",3053,"Midwest",112358.6,"Year","Y",20,"0"
"Asia","Bachelor's","Y","Y",328,"South",79537.39,"Year","Y",20,"0"
"Asia","Bachelor's","Y","N",3100,"South",48983.85,"Year","Y",30,"0"
"North America","Bachelor's","N","N",2927,"Midwest",146041.07,"Year","Y",56,"0"
"Asia","Master's","Y","N",4797,"Northeast",40836.49,"Year","Y",26,"0"
"Asia","Master's","Y","N",2757,"Midwest",179907.41,"Year","N",36,"0"
"Africa","Bachelor's","Y","N",346,"South",127828.06,"Week","Y",27,"0"
"Asia","Master's","Y","N",1472,"South",161750.11,"Year","N",38,"0"
"Asia","Bachelor's","N","N",2253,"South",69455.05,"Year","Y",46,"0"
"Asia","Doctorate","Y","N",1987,"South",116526.85,"Year","Y",33,"0"
"Asia","High School","N","N",368,"Midwest",117119.67,"Year","Y",17,"0"
"Asia","Master's","N","N",1273,"South",40540.24,"Year","Y",53,"0"
"Europe","Bachelor's","N","N",663,"South",5055.08,"Year","Y",18,"0"
"Africa","Bachelor's","Y","N",4076,"West",10115.2,"Year","Y",10,"0"
"Asia","Master's","Y","N",3029,"Midwest",125496.73,"Year","Y",41,"0"
"Asia","Bachelor's","N","Y",2533,"West",132569.66,"Year","Y",28,"0"
"North America","Bachelor's","N","N",1094,"South",69687.58,"Year","Y",112,"0"
"North America","Master's","N","N",720,"Midwest",133530.75,"Year","Y",20,"0"
"North America","Master's","Y","N",93,"West",161984.61,"Year","Y",20,"0"
"Asia","Bachelor's","N","N",1307,"South",42387.76,"Year","Y",36,"0"
"Asia","Master's","Y","N",720,"South",70151.27,"Year","Y",16,"0"
"Europe","High School","Y","N",1590,"South",148224.7,"Year","N",100,"0"
"North America","Master's","Y","Y",1563,"West",74384.42,"Year","Y",30,"0"
"Asia","Doctorate","N","N",1267,"South",24686.7,"Year","Y",41,"0"
"Asia","Master's","Y","N",2119,"South",9782.22,"Year","Y",104,"0"
"Europe","Bachelor's","Y","N",2732,"South",15123.82,"Year","Y",41,"0"
"Europe","Bachelor's","Y","N",2541,"Northeast",121637.78,"Year","N",27,"0"
"Asia","Master's","Y","N",3492,"Northeast",45130.05,"Year","Y",35,"0"
"Asia","High School","Y","N",58550,"West",507.9233,"Hour","Y",77,"0"
"Europe","Master's","N","N",5752,"West",48492.48,"Year","Y",37,"0"
"Asia","Bachelor's","N","N",926,"Midwest",53288.21,"Year","Y",40,"0"
"Asia","Master's","Y","N",4592,"Northeast",125820.7,"Year","Y",47,"0"
"Europe","Bachelor's","Y","N",291,"Midwest",24342.62,"Year","Y",39,"0"
"Asia","Master's","Y","N",4777,"West",59706.33,"Year","Y",13,"0"
